HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000004,20-Mar-2023,DSS0000663,SAVITHA MEDICALS,NAVODAYA HOSPITAL,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPG00018,PIROBAC I.V 100ML,A23A064N,680,26,100,2600,0,0,0,100,2600,156,156,0,2912,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000004,20-Mar-2023,DSS0000663,SAVITHA MEDICALS,NAVODAYA HOSPITAL,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPG00020,GUFIPAN INJ 40MG,GB05M040,50,8.5,100,850,0,0,0,100,850,51,51,0,952,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000004,20-Mar-2023,DSS0000663,SAVITHA MEDICALS,NAVODAYA HOSPITAL,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPGU0129,GUFITAZ  INJ 4.5 GM,BL07M46,399,80,100,8000,0,0,0,100,8000,480,480,0,8960,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000005,21-Mar-2023,DA00000609,AGARWAL MEDICALS,JEEVAN REKHA,HUBLI,KARNATAKA,CBA HUBLI HQ SP,,,C PAVAN KUMAR,,SLSPG00020,GUFIPAN INJ 40MG,GB05M040,50,12,200,2400,0,0,0,200,2400,144,144,0,2688,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000005,21-Mar-2023,DA00000609,AGARWAL MEDICALS,JEEVAN REKHA,HUBLI,KARNATAKA,CBA HUBLI HQ SP,,,C PAVAN KUMAR,,SLSPG00022,GUFICEFTA 1000MG INJ,GB05N002,62,21,50,1050,0,0,0,50,1050,63,63,0,1176,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000005,21-Mar-2023,DA00000609,AGARWAL MEDICALS,JEEVAN REKHA,HUBLI,KARNATAKA,CBA HUBLI HQ SP,,,C PAVAN KUMAR,,SLSPGU0126,GUFIMER INJ 1 GM,BL09M18,1067,210,30,6300,0,0,0,30,6300,378,378,0,7056,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000005,21-Mar-2023,DA00000609,AGARWAL MEDICALS,JEEVAN REKHA,HUBLI,KARNATAKA,CBA HUBLI HQ SP,,,C PAVAN KUMAR,,SLSPGU0128,GUFICLINDA INJ 600 MG/4 ML,AP126M01,255,90,20,1800,0,0,0,20,1800,45,45,0,1890,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000005,21-Mar-2023,DA00000609,AGARWAL MEDICALS,JEEVAN REKHA,HUBLI,KARNATAKA,CBA HUBLI HQ SP,,,C PAVAN KUMAR,,SLSPGU0139,GUFIPARIN INJ 40 MG/0.4 ML,GLE03M26,428,160,30,4800,0,0,0,30,4800,120,120,0,5040,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000005,21-Mar-2023,DA00000609,AGARWAL MEDICALS,JEEVAN REKHA,HUBLI,KARNATAKA,CBA HUBLI HQ SP,,,C PAVAN KUMAR,,SLSPGU0140,GUFIPARIN INJ 60 MG/0.6 ML,GLE06M02,642,190,30,5700,0,0,0,30,5700,143,143,0,5985,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2223000006,23-Mar-2023,HK00000001,KUSHI DIAGNOSTIC MULTISPECIALITY CENTRE,KHUSHI DIAGNOSTIC AND MULTISPECIALITY CENTRE,HUBLI,KARNATAKA,CBA BELGAUM HQ SP,,,C PAVAN KUMAR,,SLSPG00019,GUFIRED INJ 100MG,GUFI-01,334,40,75,3000,0,0,0,75,3000,180,180,0,3360,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000001,6-Apr-2023,DP00000251,PRAGATI NURSING HOME,PRAGATI NURSING HOME,DHARWAD,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPG00022,GUFICEFTA 1000MG INJ,GB05N002,62,22,40,880,0,0,0,40,880,53,53,0,986,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000001,6-Apr-2023,DP00000251,PRAGATI NURSING HOME,PRAGATI NURSING HOME,DHARWAD,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPG00023,GUFICEFTA-S 1500MG INJ,GB05N004,299,33,50,1650,0,0,0,50,1650,99,99,0,1848,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000002,21-Apr-2023,DW00000045,WINGS ASSOCIATES,SUKSHEMA HOSPITAL PVT LTD,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPG00020,GUFIPAN INJ 40MG,GB05N008,50,8.5,3000,25500,0,0,0,3000,25500,1530,1530,0,28560,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000003,21-Apr-2023,DW00000045,WINGS ASSOCIATES,SUKSHEMA HOSPITAL PVT LTD,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPG00021,OFLEN INJ 4MG,AMP23010,13,3,3000,9000,0,0,0,3000,9000,540,540,0,10080,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000004,26-Apr-2023,DA00000634,ANJANADRI MEDICALS & GENERALS STORES,PRIYA PATTHIKONDA MULTI SPECIALITY HOSPITAL,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPG00020,GUFIPAN INJ 40MG,GB05N008,50,9.5,100,950,0,0,0,100,950,57,57,0,1064,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000005,26-Apr-2023,DA00000634,ANJANADRI MEDICALS & GENERALS STORES,PRIYA PATTHIKONDA MULTI SPECIALITY HOSPITAL,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPG00022,GUFICEFTA 1000MG INJ,GB05N011,62,19,100,1900,0,0,0,100,1900,114,114,0,2128,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000010,24-May-2023,DA00000609,AGARWAL MEDICALS,JEEVAN REKHA,HUBLI,KARNATAKA,CBA HUBLI HQ SP,,,C PAVAN KUMAR,,SLSPGU0139,GUFIPARIN INJ 40 MG/0.4 ML,GLE03M26,428,160,100,16000,0,0,0,100,16000,400,400,0,16800,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000011,29-May-2023,DA00000634,ANJANADRI MEDICALS & GENERALS STORES,PRIYA PATTHIKONDA MULTI SPECIALITY HOSPITAL,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPG00018,PIROBAC I.V 100ML,A23C022N,680,31,100,3100,0,0,0,100,3100,186,186,0,3472,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000011,29-May-2023,DA00000634,ANJANADRI MEDICALS & GENERALS STORES,PRIYA PATTHIKONDA MULTI SPECIALITY HOSPITAL,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPG00022,GUFICEFTA 1000MG INJ,GB05N011,62,19,100,1900,0,0,0,100,1900,114,114,0,2128,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000012,30-May-2023,DA00000634,ANJANADRI MEDICALS & GENERALS STORES,PRIYA PATTHIKONDA MULTI SPECIALITY HOSPITAL,DAVANGERE,KARNATAKA,CBA DAVANGIRI HQ SP,,,C PAVAN KUMAR,,SLSPGU0139,GUFIPARIN INJ 40 MG/0.4 ML,GLE03M26,428,132,50,6600,0,0,0,50,6600,165,165,0,6930,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000013,30-Jun-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPAM0062,AMIKAFIC INJ 500 MG,AP203N06A,114,23,500,11500,0,0,0,500,11500,288,288,0,12075,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000014,4-Jul-2023,DA00000609,AGARWAL MEDICALS,JEEVAN REKHA,HUBLI,KARNATAKA,CBA HUBLI HQ SP,,,C PAVAN KUMAR,,SLSPGU0139,GUFIPARIN INJ 40 MG/0.4 ML,GLE03M26,428,160,30,4800,0,0,0,30,4800,120,120,0,5040,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000015,12-Jul-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPG00017,GUFICONAZ  INJ 200MG,GB253201,103,36,50,1800,0,0,0,50,1800,108,108,0,2016,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000015,12-Jul-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPG00018,PIROBAC I.V 100ML,A23C022N,680,24,200,4800,0,0,0,200,4800,288,288,0,5376,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000015,12-Jul-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPG00020,GUFIPAN INJ 40MG,D23AA036,50,9.3,500,4650,0,0,0,500,4650,279,279,0,5208,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000015,12-Jul-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPGU0128,GUFICLINDA INJ 600 MG/4 ML,AP126M01,255,56,50,2800,0,0,0,50,2800,70,70,0,2940,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000016,18-Jul-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPGU0129,GUFITAZ  INJ 4.5 GM,BL07M46,399,74,200,14800,0,0,0,200,14800,888,888,0,16576,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000017,21-Jul-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPGU0125,GUFIMER INJECTION 500 MG,BL08N02,722,90,200,18000,0,0,0,200,18000,1080,1080,0,20160,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000018,26-Jul-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPG00018,PIROBAC I.V 100ML,A23C022N,680,24,500,12000,0,0,0,500,12000,720,720,0,13440,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000018,26-Jul-2023,DSN0000002,NARAYANA SUPER SPECIALITY HOSPITAL.,NARAYANA PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,,SLSPG00020,GUFIPAN INJ 40MG,D23AA036,50,9.3,1000,9300,0,0,0,1000,9300,558,558,0,10416,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000019,31-Jul-2023,DSN0000003,NARAYANA PHARMA,NARAYANA SUPER SPECIALITY HOSPITAL,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DANDU  ANJAIAH,SLSPGU0139,GUFIPARIN INJ 40 MG/0.4 ML,GLE03M26,428,130,36,4680,0,0,0,36,4680,117,117,0,4914,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000019,31-Jul-2023,DSN0000003,NARAYANA PHARMA,NARAYANA SUPER SPECIALITY HOSPITAL,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DANDU  ANJAIAH,SLSPGU0139,GUFIPARIN INJ 40 MG/0.4 ML,GLE03N11,428,130,164,21320,0,0,0,164,21320,533,533,0,22386,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPAM0062,AMIKAFIC INJ 500 MG,AP203N06A,114,21,500,10500,0,0,0,500,10500,263,263,0,11025,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPE00002,ENTAMI INJ 80MG,A23FN001,11,5.5,50,275,0,0,0,50,275,17,17,0,308,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00006,GUFICLO INJ 75MG,AMP23003,26,4,2000,8000,0,0,0,2000,8000,480,480,0,8960,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00009,GUFIROXIME INJ 1500MG,GUFR-02,490,56,50,2800,0,0,0,50,2800,168,168,0,3136,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00018,PIROBAC I.V 100ML,A23C022N,680,22.5,1000,22500,0,0,0,1000,22500,1350,1350,0,25200,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00020,GUFIPAN INJ 40MG,D23AA036,50,8.5,3000,25500,0,0,0,3000,25500,1530,1530,0,28560,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00021,OFLEN INJ 4MG,AMP23010,13,4,3000,12000,0,0,0,3000,12000,720,720,0,13440,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00022,GUFICEFTA 1000MG INJ,GB05N011,62,18,500,9000,0,0,0,500,9000,540,540,0,10080,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00023,GUFICEFTA-S 1500MG INJ,GB05N004,299,36,100,3600,0,0,0,100,3600,216,216,0,4032,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPGU0126,GUFIMER INJ 1 GM,BL09M18,1067,136,1000,136000,0,0,0,1000,136000,8160,8160,0,152320,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPGU0127,GUFICLINDA INJ 300 MG/ 2 ML,AP125M01,127,30,30,900,0,0,0,30,900,23,23,0,945,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPGU0128,GUFICLINDA INJ 600 MG/4 ML,AP126M01,255,45,200,9000,0,0,0,200,9000,225,225,0,9450,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPGU0129,GUFITAZ  INJ 4.5 GM,BL07M46,399,68,500,34000,0,0,0,500,34000,2040,2040,0,38080,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPGU0153,GUFICORTIZONE INJ 100 MG,AP209N04,40,15,400,6000,0,0,0,400,6000,150,150,0,6300,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000020,2-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPI00001,IVAPEROX-S INJ 1.5GM,GB05N012,885,36,250,9000,0,0,0,250,9000,540,540,0,10080,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000021,7-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00022,GUFICEFTA 1000MG INJ,BOT3001,62,18,500,9000,0,0,0,500,9000,540,540,0,10080,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000021,7-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00022,GUFICEFTA 1000MG INJ,BOT3002,62,18,500,9000,0,0,0,500,9000,540,540,0,10080,,,,SALC
HINDUSTAN DRUG AGENCIES,HDA-BENGALURU,SALES,HBTISP2324000021,7-Aug-2023,DSF0000001,FORTUNE MEDICAL SOLUTIONS,SPANDANA HOSPITAL & THE MANIPAL PHARMA,BENGALURU,KARNATAKA,CBA BANGALORE 1 HQ SP,DARSHAN  KUMAR,,C PAVAN KUMAR,DARSHAN  KUMAR,SLSPG00040,GUFILABETA INJ 20MG/4ML,A23CB002A,223,30,50,1500,0,0,0,50,1500,90,90,0,1680,,,,SALC
